a	b
-2.10294068704057	0.841344746068543
0.0768684501795401	0.977249868051821
1.1316337480569	0.99865010196837
0.394495688390351	0.999968328758167
-0.0763107979403644	0.999999713348428
0.181282556974877	0.999999999013412
-0.438595906328692	0.99999999999872
-1.92647374970272	0.999999999999999
-1.36497792723248	1
-0.0193304437643938	1
2.06285101763685	1
1.85833832773081	1
-0.0862691801483953	1
-2.00854628663322	1
-0.972964547719561	1
2.31884828863619	1
-0.420391257798408	1
1.28180622631278	1
0.241712075258071	1
0.0859412557807037	1
1.13864044037685	1
0.223862620376811	1
-0.2308497277989	1
0.151254890836074	1
-0.570622603972971	1
-1.1558416862009	1
1.20743778036351	1
1.21855161573844	1
-0.375199681299557	1
-0.110890876442138	1
-0.506073073705895	1
-0.049143227581999	1
0.537237508769787	1
0.0523343058470644	1
1.56680292491997	1
-0.542212145882961	1
0.180704040025942	1
0.132638829967195	1
-2.15826843910914	1
0.307603253299358	1
-0.937081353289395	1
0.749981229230223	1
0.55991987401558	1
-0.787350901571669	1
-0.815902355621524	1
-0.560233199259357	1
0.486949349133936	1
-0.285164171301872	1
1.24270134262258	1
-0.913268913850932	1
-0.152935254701109	1
2.14266567397166	1
0.99629564407732	1
1.36254257075528	1
-0.0300728012551802	1
-1.0765367583631	1
-0.876622799685627	1
-1.45940804759967	1
-0.702740912467362	1
-0.126939498346608	1
-1.56490227847178	1
-0.542579460582697	1
1.3435520013172	1
-0.0889983890348144	1
-0.595496126636611	1
-0.791771534728518	1
-1.43204070291949	1
-0.140327208210471	1
-0.553022949973814	1
2.21787505481281	1
-0.469515203155441	1
1.78887705223059	1
0.555441184863791	1
-0.595718225478011	1
0.334264375369185	1
-1.42093456264438	1
0.309397189819925	1
0.969068733482777	1
-0.544284692052335	1
0.739533339477315	1
-1.97116186580188	1
-0.611737353293744	1
0.0547915470740408	1
-0.600036607017436	1
-0.452040002998124	1
0.271613336670848	1
0.95600516531225	1
1.15227205690641	1
0.8513502454899	1
0.315194558758553	1
-1.12289290219449	1
0.385507410934599	1
1.14968678180577	1
0.201047715924602	1
-0.177384204089138	1
0.572397109848842	1
1.13717747752831	1
1.1107975157817	1
-0.635067397288219	1
-0.688265307175665	1
0.119647494794042	0.841344746068543
-0.292779640685521	0.977249868051821
0.568859432151059	0.99865010196837
1.45183587115083	0.999968328758167
1.35958446667195	0.999999713348428
-0.880942789041328	0.999999999013412
1.16867674476038	0.99999999999872
-0.199528379078011	0.999999999999999
-0.455005322397745	1
-1.35629414911221	1
-0.503895421438445	1
-0.194086567831852	1
-0.469892136413611	1
0.509923867467756	1
0.219220763306938	1
-0.469680611897941	1
1.26994855640059	1
-1.7280355554647	1
1.0522332930878	1
0.327260632588673	1
0.449717610538908	1
-0.634216935394485	1
-1.84779424744803	1
0.786019191358283	1
1.75783101616888	1
1.26972218686186	1
-0.463693990580452	1
-1.01872032339832	1
0.251968891194742	1
0.157688421739207	1
-0.957720351959603	1
-0.626377064778158	1
0.832013809790052	1
-0.547715683876163	1
-2.10553995666179	1
0.53030039668957	1
0.515621260628114	1
0.64569317110881	1
-0.24305254098024	1
0.755209261118514	1
-0.492924822877212	1
-1.40864174544425	1
0.770683262075188	1
0.524862785085916	1
-0.549700883926343	1
-0.653977411158714	1
1.25888118294739	1
1.05855290604504	1
0.776895274599265	1
1.72225922825344	1
1.35960332745838	1
1.03683008923602	1
0.409269036741782	1
-1.68154183340553	1
2.05125227935759	1
0.878801078155605	1
0.240945857976785	1
-1.20517061639954	1
-0.962876111873673	1
0.769658649576305	1
-0.796425837708153	1
1.09486502235167	1
0.34718759834465	1
0.396327800661082	1
-1.31562056148837	1
-0.617234970101521	1
-2.37465753920488	1
0.688670635362296	1
-0.886573140578466	1
0.392485111837912	1
-0.903353382366984	1
0.339512485550474	1
-0.470754832635184	1
-0.839881540621885	1
0.912001521356313	1
-0.881960884340065	1
0.011537511346038	1
-1.31229123020589	1
-0.809746605991985	1
0.390141475542991	1
-1.26854112237605	1
0.855125300187531	1
-1.86973095327116	1
-1.23582466204666	1
-0.174392912134899	1
0.484299725441124	1
-1.19907895207712	1
0.10874188272709	1
1.20806051932788	1
-0.234145516392961	1
1.57324498864142	1
1.34036694959759	1
1.50213526210143	1
0.314394382660391	1
2.61563247375414	1
-0.944440947616829	1
-1.42844663579418	1
-1.12032326177556	1
-0.383246082832903	1
0.645879633228956	1
0.959423173839065	0.841344746068543
1.42584401451256	0.977249868051821
-0.330295315670564	0.99865010196837
-0.830194114841085	0.999968328758167
-0.719724376547668	0.999999713348428
0.266374941753136	0.999999999013412
0.624899541627258	0.99999999999872
-2.74415411882046	0.999999999999999
-0.389138008433476	1
0.53331732955975	1
1.65551790625848	1
0.309227121887994	1
-0.948345274602716	1
-1.28830492781933	1
-0.212160401710755	1
-1.17703303325999	1
-0.817872047280125	1
1.29686913009427	1
0.338260217461123	1
0.140720510109323	1
-1.42616367578147	1
-1.12388556942161	1
-0.596972957361461	1
0.966441537731663	1
-0.188555527846571	1
0.624994457549767	1
-0.645996677503247	1
-1.84010367148116	1
-0.514273942017187	1
-1.10028823094928	1
0.443799704293218	1
-0.167374728728909	1
-0.359960577541729	1
-0.943167704372754	1
-0.519231980813671	1
0.146910590545606	1
0.069038112957925	1
-1.7216957354647	1
-0.26824494708903	1
0.101470481109648	1
0.015950914566078	1
0.501707976523361	1
-0.397864025838261	1
0.683595219129327	1
-1.87846186631102	1
-0.898747709178064	1
-0.039141400899872	1
0.668946713367241	1
1.50445181827087	1
-0.940821532315589	1
-0.324036053713905	1
0.52040595310282	1
0.0069578718911234	1
1.39902834950884	1
-0.147822353764993	1
-0.56347011820269	1
1.12584464850568	1
-0.746716975031356	1
-0.761838663503415	1
-0.288031807424362	1
-1.93369092538083	1
1.33607222961117	1
1.23560363464836	1
-2.56877889757462	1
-0.954633068376612	1
